,eventID ,case LoanGoal,case ApplicationType,case concept:name,case RequestedAmount,event Action,event org:resource,event concept:name,event EventOrigin,event EventID,event lifecycle:transition,event time:timestamp,day_of_week,hour,Position,next_event_time,time until next,minutes until next
277788,30928059498526,Home improvement,New credit,Application_1015546073,5000.0,Released,User_87,W_Validate application,Workflow,Workitem_1271533825,suspend,2016-04-12 13:08:43.480,Tuesday,13,31,2016-04-12 13:09:05.062,0 days 00:00:21.582000,0.3597
277789,30928059498527,Home improvement,New credit,Application_1015546073,5000.0,Obtained,User_87,W_Validate application,Workflow,Workitem_1725773736,resume,2016-04-12 13:09:05.062,Tuesday,13,32,2016-04-12 13:09:09.683,0 days 00:00:04.621000,0.07701666666666668
277790,30928059498528,Home improvement,New credit,Application_1015546073,5000.0,Released,User_87,W_Validate application,Workflow,Workitem_2138803519,suspend,2016-04-12 13:09:09.683,Tuesday,13,33,2016-04-13 07:30:10.091,0 days 18:21:00.408000,1101.0067999999999
279624,30928059498529,Home improvement,New credit,Application_1015546073,5000.0,Obtained,User_87,W_Validate application,Workflow,Workitem_1106143389,resume,2016-04-13 07:30:10.091,Wednesday,7,34,2016-04-13 07:30:18.658,0 days 00:00:08.567000,0.14278333333333335
279625,30928059498530,Home improvement,New credit,Application_1015546073,5000.0,Released,User_87,W_Validate application,Workflow,Workitem_24015458,suspend,2016-04-13 07:30:18.658,Wednesday,7,35,2016-04-13 12:22:13.598,0 days 04:51:54.940000,291.91566666666665
281435,30928059498531,Home improvement,New credit,Application_1015546073,5000.0,Obtained,User_95,W_Validate application,Workflow,Workitem_1295508772,resume,2016-04-13 12:22:13.598,Wednesday,12,36,2016-04-13 12:23:40.709,0 days 00:01:27.111000,1.45185
281437,30928059498532,Home improvement,New credit,Application_1015546073,5000.0,Released,User_95,W_Validate application,Workflow,Workitem_1918226212,suspend,2016-04-13 12:23:40.709,Wednesday,12,37,2016-04-13 13:05:38.523,0 days 00:41:57.814000,41.963566666666665
281619,30928059498533,Home improvement,New credit,Application_1015546073,5000.0,Obtained,User_95,W_Validate application,Workflow,Workitem_1080100080,resume,2016-04-13 13:05:38.523,Wednesday,13,38,2016-04-13 13:29:42.620,0 days 00:24:04.097000,24.068283333333333
281748,30928059498534,Home improvement,New credit,Application_1015546073,5000.0,Deleted,User_95,W_Validate application,Workflow,Workitem_366040849,complete,2016-04-13 13:29:42.620,Wednesday,13,39,2016-04-13 13:29:42.628,0 days 00:00:00.008000,0.00013333333333333334
281749,30928059498535,Home improvement,New credit,Application_1015546073,5000.0,Created,User_95,W_Call incomplete files,Workflow,Workitem_732578302,schedule,2016-04-13 13:29:42.628,Wednesday,13,40,2016-04-13 13:29:42.630,0 days 00:00:00.002000,3.3333333333333335e-05
281750,30928059498536,Home improvement,New credit,Application_1015546073,5000.0,Obtained,User_95,W_Call incomplete files,Workflow,Workitem_1082584558,start,2016-04-13 13:29:42.630,Wednesday,13,41,2016-04-13 13:29:42.632,0 days 00:00:00.002000,3.3333333333333335e-05
281751,30928059498537,Home improvement,New credit,Application_1015546073,5000.0,statechange,User_95,A_Incomplete,Application,ApplState_1179988079,complete,2016-04-13 13:29:42.632,Wednesday,13,42,2016-04-13 13:29:49.892,0 days 00:00:07.260000,0.121
281752,30928059498538,Home improvement,New credit,Application_1015546073,5000.0,Released,User_95,W_Call incomplete files,Workflow,Workitem_1419828386,suspend,2016-04-13 13:29:49.892,Wednesday,13,43,2016-04-13 17:13:19.893,0 days 03:43:30.001000,223.50001666666668
282988,30928059498539,Home improvement,New credit,Application_1015546073,5000.0,Obtained,User_49,W_Call incomplete files,Workflow,Workitem_1867861848,resume,2016-04-13 17:13:19.893,Wednesday,17,44,2016-04-13 17:21:26.100,0 days 00:08:06.207000,8.10345
283014,30928059498540,Home improvement,New credit,Application_1015546073,5000.0,Released,User_49,W_Call incomplete files,Workflow,Workitem_1964532753,suspend,2016-04-13 17:21:26.100,Wednesday,17,45,2016-04-22 11:27:17.943,8 days 18:05:51.843000,12605.86405
308072,30928059498541,Home improvement,New credit,Application_1015546073,5000.0,statechange,User_117,O_Accepted,Offer,OfferState_1222138489,complete,2016-04-22 11:27:17.943,Friday,11,46,2016-04-22 11:27:17.956,0 days 00:00:00.013000,0.00021666666666666666
308073,30928059498542,Home improvement,New credit,Application_1015546073,5000.0,statechange,User_117,A_Pending,Application,ApplState_1238271696,complete,2016-04-22 11:27:17.956,Friday,11,47,2016-04-22 11:27:17.973,0 days 00:00:00.017000,0.00028333333333333335
308074,30928059498543,Home improvement,New credit,Application_1015546073,5000.0,Deleted,User_117,W_Call incomplete files,Workflow,Workitem_525535689,ate_abort,2016-04-22 11:27:17.973,Friday,11,48,2016-07-22 13:49:53.219,91 days 02:22:35.246000,131182.58743333333
609938,70819715743744,Existing loan takeover,New credit,Application_1015602490,12000.0,Created,User_36,A_Create Application,Application,Application_1015602490,complete,2016-07-22 13:49:53.219,Friday,13,1,2016-07-22 13:49:53.233,0 days 00:00:00.014000,0.00023333333333333333
609939,70819715743745,Existing loan takeover,New credit,Application_1015602490,12000.0,Created,User_36,W_Complete application,Workflow,Workitem_1004101830,schedule,2016-07-22 13:49:53.233,Friday,13,2,2016-07-22 13:49:53.236,0 days 00:00:00.003000,5e-05
609940,70819715743746,Existing loan takeover,New credit,Application_1015602490,12000.0,Obtained,User_36,W_Complete application,Workflow,Workitem_1879662950,start,2016-07-22 13:49:53.236,Friday,13,3,2016-07-22 13:49:53.240,0 days 00:00:00.004000,6.666666666666667e-05
609941,70819715743747,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_36,A_Concept,Application,ApplState_1829317562,complete,2016-07-22 13:49:53.240,Friday,13,4,2016-07-22 13:54:32.123,0 days 00:04:38.883000,4.64805
609961,70819715743748,Existing loan takeover,New credit,Application_1015602490,12000.0,Released,User_36,W_Complete application,Workflow,Workitem_2076622140,suspend,2016-07-22 13:54:32.123,Friday,13,5,2016-07-22 15:18:01.787,0 days 01:23:29.664000,83.4944
610464,70819715743749,Existing loan takeover,New credit,Application_1015602490,12000.0,Obtained,User_71,W_Complete application,Workflow,Workitem_1445269431,resume,2016-07-22 15:18:01.787,Friday,15,6,2016-07-22 15:18:21.498,0 days 00:00:19.711000,0.3285166666666666
610470,70819715743750,Existing loan takeover,New credit,Application_1015602490,12000.0,Released,User_71,W_Complete application,Workflow,Workitem_134252010,suspend,2016-07-22 15:18:21.498,Friday,15,7,2016-07-22 16:42:35.467,0 days 01:24:13.969000,84.23281666666666
611075,70819715743751,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_71,A_Accepted,Application,ApplState_1001842109,complete,2016-07-22 16:42:35.467,Friday,16,8,2016-07-22 16:44:28.558,0 days 00:01:53.091000,1.88485
611083,70819715743752,Existing loan takeover,New credit,Application_1015602490,12000.0,Created,User_71,O_Create Offer,Offer,Offer_1235095630,complete,2016-07-22 16:44:28.558,Friday,16,9,2016-07-22 16:44:29.210,0 days 00:00:00.652000,0.010866666666666667
611084,70819715743753,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_71,O_Created,Offer,OfferState_1748700848,complete,2016-07-22 16:44:29.210,Friday,16,10,2016-07-22 16:44:41.181,0 days 00:00:11.971000,0.19951666666666668
611085,70819715743754,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_71,O_Sent (mail and online),Offer,OfferState_994582222,complete,2016-07-22 16:44:41.181,Friday,16,11,2016-07-22 16:44:41.197,0 days 00:00:00.016000,0.0002666666666666667
611086,70819715743755,Existing loan takeover,New credit,Application_1015602490,12000.0,Deleted,User_71,W_Complete application,Workflow,Workitem_1151814634,ate_abort,2016-07-22 16:44:41.197,Friday,16,12,2016-07-22 16:44:41.204,0 days 00:00:00.007000,0.00011666666666666667
611087,70819715743756,Existing loan takeover,New credit,Application_1015602490,12000.0,Created,User_71,W_Call after offers,Workflow,Workitem_2108317510,schedule,2016-07-22 16:44:41.204,Friday,16,13,2016-07-22 16:44:41.207,0 days 00:00:00.003000,5e-05
611088,70819715743757,Existing loan takeover,New credit,Application_1015602490,12000.0,Obtained,User_71,W_Call after offers,Workflow,Workitem_1918728243,start,2016-07-22 16:44:41.207,Friday,16,14,2016-07-22 16:44:41.209,0 days 00:00:00.002000,3.3333333333333335e-05
611089,70819715743758,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_71,A_Complete,Application,ApplState_290566338,complete,2016-07-22 16:44:41.209,Friday,16,15,2016-07-22 16:47:54.903,0 days 00:03:13.694000,3.2282333333333333
611107,70819715743759,Existing loan takeover,New credit,Application_1015602490,12000.0,Released,User_71,W_Call after offers,Workflow,Workitem_1192406231,suspend,2016-07-22 16:47:54.903,Friday,16,16,2016-07-26 20:40:05.144,4 days 03:52:10.241000,5992.170683333333
622098,70819715743760,Existing loan takeover,New credit,Application_1015602490,12000.0,Obtained,User_40,W_Call after offers,Workflow,Workitem_1240311337,resume,2016-07-26 20:40:05.144,Tuesday,20,17,2016-07-26 20:40:35.616,0 days 00:00:30.472000,0.5078666666666667
622100,70819715743761,Existing loan takeover,New credit,Application_1015602490,12000.0,Released,User_40,W_Call after offers,Workflow,Workitem_1961648012,suspend,2016-07-26 20:40:35.616,Tuesday,20,18,2016-08-20 10:32:48.097,24 days 13:52:12.481000,35392.20801666667
711130,70819715743762,Existing loan takeover,New credit,Application_1015602490,12000.0,Obtained,User_28,W_Call after offers,Workflow,Workitem_262657598,resume,2016-08-20 10:32:48.097,Saturday,10,19,2016-08-20 10:33:43.254,0 days 00:00:55.157000,0.9192833333333332
711131,70819715743763,Existing loan takeover,New credit,Application_1015602490,12000.0,Created,User_28,O_Create Offer,Offer,Offer_1301230433,complete,2016-08-20 10:33:43.254,Saturday,10,20,2016-08-20 10:33:44.006,0 days 00:00:00.752000,0.012533333333333334
711132,70819715743764,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_28,O_Created,Offer,OfferState_814427126,complete,2016-08-20 10:33:44.006,Saturday,10,21,2016-08-20 10:33:52.146,0 days 00:00:08.140000,0.13566666666666669
711137,70819715743765,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_28,O_Sent (mail and online),Offer,OfferState_658380691,complete,2016-08-20 10:33:52.146,Saturday,10,22,2016-08-20 10:35:20.467,0 days 00:01:28.321000,1.4720166666666665
711143,70819715743766,Existing loan takeover,New credit,Application_1015602490,12000.0,Released,User_28,W_Call after offers,Workflow,Workitem_405640556,suspend,2016-08-20 10:35:20.467,Saturday,10,23,2016-08-24 09:09:42.088,3 days 22:34:21.621000,5674.36035
723215,70819715743767,Existing loan takeover,New credit,Application_1015602490,12000.0,Obtained,User_16,W_Call after offers,Workflow,Workitem_327431530,resume,2016-08-24 09:09:42.088,Wednesday,9,24,2016-08-24 09:10:12.988,0 days 00:00:30.900000,0.515
723221,70819715743768,Existing loan takeover,New credit,Application_1015602490,12000.0,Released,User_16,W_Call after offers,Workflow,Workitem_1787516489,suspend,2016-08-24 09:10:12.988,Wednesday,9,25,2016-08-30 16:49:33.185,6 days 07:39:20.197000,9099.336616666667
745335,70819715743769,Existing loan takeover,New credit,Application_1015602490,12000.0,Deleted,User_112,W_Call after offers,Workflow,Workitem_1802430602,ate_abort,2016-08-30 16:49:33.185,Tuesday,16,26,2016-08-30 16:49:33.194,0 days 00:00:00.009000,0.00015
745336,70819715743770,Existing loan takeover,New credit,Application_1015602490,12000.0,Created,User_112,W_Validate application,Workflow,Workitem_1410443682,schedule,2016-08-30 16:49:33.194,Tuesday,16,27,2016-08-30 16:49:33.196,0 days 00:00:00.002000,3.3333333333333335e-05
745337,70819715743771,Existing loan takeover,New credit,Application_1015602490,12000.0,Obtained,User_112,W_Validate application,Workflow,Workitem_1591701553,start,2016-08-30 16:49:33.196,Tuesday,16,28,2016-08-30 16:49:34.009,0 days 00:00:00.813000,0.01355
745338,70819715743772,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_112,A_Validating,Application,ApplState_1450382649,complete,2016-08-30 16:49:34.009,Tuesday,16,29,2016-08-30 17:03:51.666,0 days 00:14:17.657000,14.294283333333334
745468,70819715743773,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_112,O_Returned,Offer,OfferState_1860894347,complete,2016-08-30 17:03:51.666,Tuesday,17,30,2016-08-30 17:03:54.013,0 days 00:00:02.347000,0.03911666666666667
745469,70819715743774,Existing loan takeover,New credit,Application_1015602490,12000.0,Deleted,User_112,W_Validate application,Workflow,Workitem_841522834,complete,2016-08-30 17:03:54.013,Tuesday,17,31,2016-08-30 17:03:54.019,0 days 00:00:00.006000,0.0001
745470,70819715743775,Existing loan takeover,New credit,Application_1015602490,12000.0,Created,User_112,W_Call incomplete files,Workflow,Workitem_1191578588,schedule,2016-08-30 17:03:54.019,Tuesday,17,32,2016-08-30 17:03:54.021,0 days 00:00:00.002000,3.3333333333333335e-05
745471,70819715743776,Existing loan takeover,New credit,Application_1015602490,12000.0,Obtained,User_112,W_Call incomplete files,Workflow,Workitem_1591029952,start,2016-08-30 17:03:54.021,Tuesday,17,33,2016-08-30 17:03:54.024,0 days 00:00:00.003000,5e-05
745472,70819715743777,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_112,A_Incomplete,Application,ApplState_1723426135,complete,2016-08-30 17:03:54.024,Tuesday,17,34,2016-08-30 17:05:31.119,0 days 00:01:37.095000,1.61825
745480,70819715743778,Existing loan takeover,New credit,Application_1015602490,12000.0,Released,User_112,W_Call incomplete files,Workflow,Workitem_1305729715,suspend,2016-08-30 17:05:31.119,Tuesday,17,35,2016-08-30 20:42:43.212,0 days 03:37:12.093000,217.20155000000003
746210,70819715743779,Existing loan takeover,New credit,Application_1015602490,12000.0,Obtained,User_43,W_Call incomplete files,Workflow,Workitem_2110165861,resume,2016-08-30 20:42:43.212,Tuesday,20,36,2016-08-30 20:56:32.989,0 days 00:13:49.777000,13.829616666666668
746263,70819715743780,Existing loan takeover,New credit,Application_1015602490,12000.0,Created,User_43,O_Create Offer,Offer,Offer_796781953,complete,2016-08-30 20:56:32.989,Tuesday,20,37,2016-08-30 20:56:33.737,0 days 00:00:00.748000,0.012466666666666666
746264,70819715743781,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_43,O_Created,Offer,OfferState_16754632,complete,2016-08-30 20:56:33.737,Tuesday,20,38,2016-08-30 20:56:41.070,0 days 00:00:07.333000,0.12221666666666667
746265,70819715743782,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_43,O_Sent (mail and online),Offer,OfferState_1066202118,complete,2016-08-30 20:56:41.070,Tuesday,20,39,2016-08-30 20:56:54.496,0 days 00:00:13.426000,0.22376666666666667
746266,70819715743783,Existing loan takeover,New credit,Application_1015602490,12000.0,Released,User_43,W_Call incomplete files,Workflow,Workitem_1026290199,suspend,2016-08-30 20:56:54.496,Tuesday,20,40,2016-08-30 20:57:06.475,0 days 00:00:11.979000,0.19965
746268,70819715743784,Existing loan takeover,New credit,Application_1015602490,12000.0,Obtained,User_43,W_Call incomplete files,Workflow,Workitem_360839459,resume,2016-08-30 20:57:06.475,Tuesday,20,41,2016-08-30 20:58:42.595,0 days 00:01:36.120000,1.602
746270,70819715743785,Existing loan takeover,New credit,Application_1015602490,12000.0,Released,User_43,W_Call incomplete files,Workflow,Workitem_1611549685,suspend,2016-08-30 20:58:42.595,Tuesday,20,42,2016-09-05 14:15:24.346,5 days 17:16:41.751000,8236.69585
764436,70819715743786,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_123,O_Returned,Offer,OfferState_662168987,complete,2016-09-05 14:15:24.346,Monday,14,43,2016-09-05 15:24:38.295,0 days 01:09:13.949000,69.23248333333332
765055,70819715743787,Existing loan takeover,New credit,Application_1015602490,12000.0,Deleted,User_27,W_Call incomplete files,Workflow,Workitem_154255454,ate_abort,2016-09-05 15:24:38.295,Monday,15,44,2016-09-05 15:24:38.304,0 days 00:00:00.009000,0.00015
765056,70819715743788,Existing loan takeover,New credit,Application_1015602490,12000.0,Created,User_27,W_Validate application,Workflow,Workitem_785118651,schedule,2016-09-05 15:24:38.304,Monday,15,45,2016-09-05 15:24:38.306,0 days 00:00:00.002000,3.3333333333333335e-05
765057,70819715743789,Existing loan takeover,New credit,Application_1015602490,12000.0,Obtained,User_27,W_Validate application,Workflow,Workitem_784325813,start,2016-09-05 15:24:38.306,Monday,15,46,2016-09-05 15:24:38.368,0 days 00:00:00.062000,0.0010333333333333334
765058,70819715743790,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_27,A_Validating,Application,ApplState_1419247529,complete,2016-09-05 15:24:38.368,Monday,15,47,2016-09-05 15:25:14.048,0 days 00:00:35.680000,0.5946666666666667
765063,70819715743791,Existing loan takeover,New credit,Application_1015602490,12000.0,Released,User_27,W_Validate application,Workflow,Workitem_1965684088,suspend,2016-09-05 15:25:14.048,Monday,15,48,2016-09-06 12:41:26.890,0 days 21:16:12.842000,1276.2140333333334
768600,70819715743792,Existing loan takeover,New credit,Application_1015602490,12000.0,Deleted,User_109,W_Validate application,Workflow,Workitem_1751458859,ate_abort,2016-09-06 12:41:26.890,Tuesday,12,49,2016-09-06 12:41:26.896,0 days 00:00:00.006000,0.0001
768601,70819715743793,Existing loan takeover,New credit,Application_1015602490,12000.0,Created,User_109,W_Call incomplete files,Workflow,Workitem_1488136991,schedule,2016-09-06 12:41:26.896,Tuesday,12,50,2016-09-06 12:41:26.897,0 days 00:00:00.001000,1.6666666666666667e-05
768602,70819715743794,Existing loan takeover,New credit,Application_1015602490,12000.0,Obtained,User_109,W_Call incomplete files,Workflow,Workitem_1860839262,start,2016-09-06 12:41:26.897,Tuesday,12,51,2016-09-06 12:41:26.899,0 days 00:00:00.002000,3.3333333333333335e-05
768603,70819715743795,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_109,A_Incomplete,Application,ApplState_1273551019,complete,2016-09-06 12:41:26.899,Tuesday,12,52,2016-09-06 12:41:33.390,0 days 00:00:06.491000,0.10818333333333333
768604,70819715743796,Existing loan takeover,New credit,Application_1015602490,12000.0,Released,User_109,W_Call incomplete files,Workflow,Workitem_1902196051,suspend,2016-09-06 12:41:33.390,Tuesday,12,53,2016-09-07 11:14:52.527,0 days 22:33:19.137000,1353.31895
772468,70819715743797,Existing loan takeover,New credit,Application_1015602490,12000.0,Obtained,User_48,W_Call incomplete files,Workflow,Workitem_1115508875,resume,2016-09-07 11:14:52.527,Wednesday,11,54,2016-09-07 11:16:28.914,0 days 00:01:36.387000,1.60645
772483,70819715743798,Existing loan takeover,New credit,Application_1015602490,12000.0,Released,User_48,W_Call incomplete files,Workflow,Workitem_1971832343,suspend,2016-09-07 11:16:28.914,Wednesday,11,55,2016-09-22 11:43:15.167,15 days 00:26:46.253000,21626.770883333334
832968,70819715743799,Existing loan takeover,New credit,Application_1015602490,12000.0,Obtained,User_24,W_Call incomplete files,Workflow,Workitem_429801139,resume,2016-09-22 11:43:15.167,Thursday,11,56,2016-09-22 11:45:01.434,0 days 00:01:46.267000,1.7711166666666667
832977,70819715743800,Existing loan takeover,New credit,Application_1015602490,12000.0,Released,User_24,W_Call incomplete files,Workflow,Workitem_1753841425,suspend,2016-09-22 11:45:01.434,Thursday,11,57,2016-09-23 09:52:57.658,0 days 22:07:56.224000,1327.9370666666666
836232,70819715743801,Existing loan takeover,New credit,Application_1015602490,12000.0,Deleted,User_126,W_Call incomplete files,Workflow,Workitem_2102190575,ate_abort,2016-09-23 09:52:57.658,Friday,9,58,2016-09-23 09:52:57.664,0 days 00:00:00.006000,0.0001
836233,70819715743802,Existing loan takeover,New credit,Application_1015602490,12000.0,Created,User_126,W_Validate application,Workflow,Workitem_1489310711,schedule,2016-09-23 09:52:57.664,Friday,9,59,2016-09-23 09:52:57.666,0 days 00:00:00.002000,3.3333333333333335e-05
836234,70819715743803,Existing loan takeover,New credit,Application_1015602490,12000.0,Obtained,User_126,W_Validate application,Workflow,Workitem_802725228,start,2016-09-23 09:52:57.666,Friday,9,60,2016-09-23 09:52:57.719,0 days 00:00:00.053000,0.0008833333333333333
836235,70819715743804,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_126,A_Validating,Application,ApplState_670914948,complete,2016-09-23 09:52:57.719,Friday,9,61,2016-09-23 09:56:34.954,0 days 00:03:37.235000,3.6205833333333337
836252,70819715743805,Existing loan takeover,New credit,Application_1015602490,12000.0,Released,User_126,W_Validate application,Workflow,Workitem_1487268892,suspend,2016-09-23 09:56:34.954,Friday,9,62,2016-09-23 12:49:13.829,0 days 02:52:38.875000,172.64791666666667
837702,70819715743806,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_109,O_Accepted,Offer,OfferState_1734395615,complete,2016-09-23 12:49:13.829,Friday,12,63,2016-09-23 12:49:13.832,0 days 00:00:00.003000,5e-05
837703,70819715743807,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_109,A_Pending,Application,ApplState_1287166438,complete,2016-09-23 12:49:13.832,Friday,12,64,2016-09-23 12:49:13.834,0 days 00:00:00.002000,3.3333333333333335e-05
837704,70819715743808,Existing loan takeover,New credit,Application_1015602490,12000.0,Deleted,User_109,W_Validate application,Workflow,Workitem_715825820,ate_abort,2016-09-23 12:49:13.834,Friday,12,65,2016-09-23 12:49:13.842,0 days 00:00:00.008000,0.00013333333333333334
837705,70819715743809,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_109,O_Cancelled,Offer,OfferState_1957619228,complete,2016-09-23 12:49:13.842,Friday,12,66,2016-09-23 12:49:13.849,0 days 00:00:00.007000,0.00011666666666666667
837706,70819715743810,Existing loan takeover,New credit,Application_1015602490,12000.0,statechange,User_109,O_Cancelled,Offer,OfferState_1844588906,complete,2016-09-23 12:49:13.849,Friday,12,67,2016-05-11 18:07:49.124,-135 days +05:18:35.275000,-194081.41208333333
359428,42816528973824,Car,New credit,Application_1015666669,5000.0,Created,User_1,A_Create Application,Application,Application_1015666669,complete,2016-05-11 18:07:49.124,Wednesday,18,1,2016-05-11 18:07:49.166,0 days 00:00:00.042000,0.0007
359429,42816528973825,Car,New credit,Application_1015666669,5000.0,statechange,User_1,A_Submitted,Application,ApplState_1969600789,complete,2016-05-11 18:07:49.166,Wednesday,18,2,2016-05-11 18:07:49.499,0 days 00:00:00.333000,0.00555
359430,42816528973826,Car,New credit,Application_1015666669,5000.0,Created,User_1,W_Handle leads,Workflow,Workitem_803144205,schedule,2016-05-11 18:07:49.499,Wednesday,18,3,2016-05-11 18:09:10.087,0 days 00:01:20.588000,1.3431333333333333
359434,42816528973827,Car,New credit,Application_1015666669,5000.0,Deleted,User_1,W_Handle leads,Workflow,Workitem_1647021462,withdraw,2016-05-11 18:09:10.087,Wednesday,18,4,2016-05-11 18:09:10.095,0 days 00:00:00.008000,0.00013333333333333334
359435,42816528973828,Car,New credit,Application_1015666669,5000.0,Created,User_1,W_Complete application,Workflow,Workitem_1433596662,schedule,2016-05-11 18:09:10.095,Wednesday,18,5,2016-05-11 18:09:10.101,0 days 00:00:00.006000,0.0001
359436,42816528973829,Car,New credit,Application_1015666669,5000.0,statechange,User_1,A_Concept,Application,ApplState_1338812419,complete,2016-05-11 18:09:10.101,Wednesday,18,6,2016-05-12 11:30:50.413,0 days 17:21:40.312000,1041.6718666666666
360942,42816528973830,Car,New credit,Application_1015666669,5000.0,Obtained,User_49,W_Complete application,Workflow,Workitem_1453672902,start,2016-05-12 11:30:50.413,Thursday,11,7,2016-05-12 11:30:56.532,0 days 00:00:06.119000,0.10198333333333333
360944,42816528973831,Car,New credit,Application_1015666669,5000.0,Released,User_49,W_Complete application,Workflow,Workitem_833644111,suspend,2016-05-12 11:30:56.532,Thursday,11,8,2016-05-12 11:57:48.211,0 days 00:26:51.679000,26.861316666666667
361135,42816528973832,Car,New credit,Application_1015666669,5000.0,Obtained,User_49,W_Complete application,Workflow,Workitem_1559827591,resume,2016-05-12 11:57:48.211,Thursday,11,9,2016-05-12 11:59:48.165,0 days 00:01:59.954000,1.9992333333333332
361143,42816528973833,Car,New credit,Application_1015666669,5000.0,Released,User_49,W_Complete application,Workflow,Workitem_1283622133,suspend,2016-05-12 11:59:48.165,Thursday,11,10,2016-05-12 12:10:27.843,0 days 00:10:39.678000,10.6613
361215,42816528973834,Car,New credit,Application_1015666669,5000.0,Obtained,User_49,W_Complete application,Workflow,Workitem_145606996,resume,2016-05-12 12:10:27.843,Thursday,12,11,2016-05-12 12:14:08.170,0 days 00:03:40.327000,3.6721166666666667
361232,42816528973835,Car,New credit,Application_1015666669,5000.0,Released,User_49,W_Complete application,Workflow,Workitem_1703402551,suspend,2016-05-12 12:14:08.170,Thursday,12,12,2016-05-12 15:21:42.103,0 days 03:07:33.933000,187.56555
362251,42816528973836,Car,New credit,Application_1015666669,5000.0,statechange,User_74,A_Accepted,Application,ApplState_1580813540,complete,2016-05-12 15:21:42.103,Thursday,15,13,2016-05-12 15:23:15.986,0 days 00:01:33.883000,1.5647166666666665
362263,42816528973837,Car,New credit,Application_1015666669,5000.0,Created,User_74,O_Create Offer,Offer,Offer_1552406896,complete,2016-05-12 15:23:15.986,Thursday,15,14,2016-05-12 15:23:17.311,0 days 00:00:01.325000,0.022083333333333333
362264,42816528973838,Car,New credit,Application_1015666669,5000.0,statechange,User_74,O_Created,Offer,OfferState_1236135881,complete,2016-05-12 15:23:17.311,Thursday,15,15,2016-05-12 15:29:51.994,0 days 00:06:34.683000,6.57805
362291,42816528973839,Car,New credit,Application_1015666669,5000.0,statechange,User_74,O_Sent (mail and online),Offer,OfferState_190385465,complete,2016-05-12 15:29:51.994,Thursday,15,16,2016-05-12 15:29:52.045,0 days 00:00:00.051000,0.00085
362292,42816528973840,Car,New credit,Application_1015666669,5000.0,Deleted,User_74,W_Complete application,Workflow,Workitem_734995743,ate_abort,2016-05-12 15:29:52.045,Thursday,15,17,2016-05-12 15:29:52.057,0 days 00:00:00.012000,0.0002
362293,42816528973841,Car,New credit,Application_1015666669,5000.0,Created,User_74,W_Call after offers,Workflow,Workitem_1064329408,schedule,2016-05-12 15:29:52.057,Thursday,15,18,2016-05-12 15:29:52.059,0 days 00:00:00.002000,3.3333333333333335e-05
362294,42816528973842,Car,New credit,Application_1015666669,5000.0,Obtained,User_74,W_Call after offers,Workflow,Workitem_1286716255,start,2016-05-12 15:29:52.059,Thursday,15,19,2016-05-12 15:29:52.062,0 days 00:00:00.003000,5e-05
362295,42816528973843,Car,New credit,Application_1015666669,5000.0,statechange,User_74,A_Complete,Application,ApplState_1031477272,complete,2016-05-12 15:29:52.062,Thursday,15,20,2016-05-12 15:30:55.552,0 days 00:01:03.490000,1.0581666666666667
362301,42816528973844,Car,New credit,Application_1015666669,5000.0,Released,User_74,W_Call after offers,Workflow,Workitem_1797309056,suspend,2016-05-12 15:30:55.552,Thursday,15,21,2016-05-16 13:09:43.027,3 days 21:38:47.475000,5618.791249999999
369167,42816528973845,Car,New credit,Application_1015666669,5000.0,Obtained,User_16,W_Call after offers,Workflow,Workitem_732074893,resume,2016-05-16 13:09:43.027,Monday,13,22,2016-05-16 13:10:02.382,0 days 00:00:19.355000,0.32258333333333333
369168,42816528973846,Car,New credit,Application_1015666669,5000.0,Released,User_16,W_Call after offers,Workflow,Workitem_1113326782,suspend,2016-05-16 13:10:02.382,Monday,13,23,2016-06-12 08:00:20.689,26 days 18:50:18.307000,38570.30511666667
450684,42816528973847,Car,New credit,Application_1015666669,5000.0,statechange,User_1,A_Cancelled,Application,ApplState_1975763139,complete,2016-06-12 08:00:20.689,Sunday,8,24,2016-06-12 08:00:20.766,0 days 00:00:00.077000,0.0012833333333333334
